Date,Total_Bed_Capacity,Total_Beds_Occupancy,DCH & DCHC_ Bed_Capacity,DCH & DCHC_ Beds_Occupancy,CCC2_Active_Bed_Capacity,CCC2_Active_Bed_Occupancy,ICU_Bed_Capacity,ICU_Beds_Occupancy,O2_Bed_Capacity,O2_Beds_Occupancy,Ventilator_Bed_Capacity,Ventilator_Beds_Occupancy,non_ICU_Bed_Capacity,Total_positive_tests,Total_tests,Stable_Symptomatic,Critical
2020-11-22,16711.0,5145.0,13756.0,4775.0,3200.0,565.0,1947.0,1155.0,8123.0,2635.0,1168.0,801.0,6176.0,1036.0,11319.0,2420.0,732.0
2020-11-23,16594.0,5224.0,13756.0,4849.0,3200.0,560.0,1947.0,1146.0,8123.0,2657.0,1168.0,786.0,6176.0,708.0,15354.0,2433.0,761.0
2020-11-24,16546.0,5264.0,13756.0,4883.0,3200.0,561.0,1947.0,1155.0,8123.0,2704.0,1168.0,797.0,6176.0,857.0,16570.0,2568.0,757.0
2020-11-25,16546.0,5416.0,13756.0,5006.0,3200.0,594.0,1947.0,1154.0,8123.0,2825.0,1168.0,788.0,6176.0,1020.0,19018.0,2721.0,750.0
2020-11-26,16712.0,5509.0,13922.0,5082.0,3200.0,612.0,1926.0,1140.0,8310.0,2859.0,1164.0,777.0,6384.0,1029.0,17973.0,2884.0,741.0
2020-11-27,16669.0,5584.0,13879.0,5138.0,3200.0,618.0,1920.0,1143.0,8273.0,2896.0,1163.0,781.0,6353.0,949.0,16902.0,2995.0,757.0
2020-11-28,16669.0,5607.0,13879.0,5169.0,3100.0,601.0,1920.0,1148.0,8273.0,2922.0,1163.0,782.0,6353.0,928.0,14592.0,3028.0,792.0
2020-11-29,16669.0,5600.0,13879.0,5147.0,3100.0,592.0,1920.0,1145.0,8273.0,2920.0,1163.0,782.0,6353.0,808.0,10538.0,3091.0,791.0
2020-11-30,16669.0,5544.0,13879.0,5079.0,3100.0,598.0,1920.0,1184.0,8273.0,2814.0,1163.0,796.0,6353.0,543.0,11706.0,3133.0,799.0
2020-12-01,16669.0,5418.0,13879.0,4960.0,3100.0,596.0,1920.0,1161.0,8273.0,2727.0,1163.0,785.0,6353.0,625.0,16150.0,3024.0,856.0
2020-12-02,16735.0,5379.0,13945.0,4930.0,3100.0,603.0,1934.0,1155.0,8325.0,2705.0,1166.0,775.0,6391.0,751.0,15399.0,2883.0,869.0
2020-12-03,16735.0,5379.0,13945.0,4911.0,3100.0,590.0,1934.0,1140.0,8325.0,2698.0,1166.0,770.0,6391.0,781.0,15832.0,2819.0,852.0
2020-12-04,16735.0,5308.0,13945.0,4841.0,3100.0,615.0,1934.0,1154.0,8325.0,2635.0,1166.0,785.0,6391.0,684.0,16394.0,2936.0,835.0
2020-12-05,16707.0,5253.0,13917.0,4813.0,3100.0,596.0,1917.0,1133.0,8314.0,2630.0,1145.0,760.0,6397.0,654.0,16553.0,2740.0,760.0
2020-12-06,16707.0,5140.0,13917.0,4727.0,3100.0,590.0,1917.0,1097.0,8314.0,2595.0,1145.0,736.0,6397.0,672.0,10475.0,2547.0,732.0
2020-12-07,16669.0,5057.666666666667,13917.0,4667.333333333333,3100.0,567.6666666666666,1917.0,1092.0,8314.0,2559.6666666666665,1145.0,735.3333333333334,6397.0,491.0,14513.0,,
2020-12-08,16631.0,4975.333333333333,13917.0,4607.666666666667,3100.0,545.3333333333334,1917.0,1087.0,8314.0,2524.333333333333,1145.0,734.6666666666666,6397.0,487.0,16789.0,,
2020-12-09,16593.0,4893.0,13917.0,4548.0,3100.0,523.0,1917.0,1082.0,8314.0,2489.0,1145.0,734.0,6397.0,627.0,14874.0,2245.0,758.0
2020-12-10,16593.0,4784.0,13917.0,4426.0,3100.0,522.0,1917.0,1061.0,8314.0,2382.0,1145.0,722.0,6397.0,753.0,16154.0,2206.0,765.0
2020-12-11,16593.0,4779.0,13917.0,4420.0,3100.0,515.0,1917.0,1057.0,8314.0,2343.0,1145.0,731.0,6397.0,600.0,16157.0,2249.0,750.0
2020-12-12,16593.0,4705.0,13917.0,4359.0,3100.0,530.0,1917.0,1047.0,8314.0,2302.0,1145.0,718.0,6397.0,588.0,13887.0,2090.0,752.0
2020-12-13,16593.0,4588.0,13917.0,4292.0,3023.0,514.0,1917.0,1023.0,8314.0,2264.0,1145.0,702.0,6397.0,554.0,9137.0,2014.0,734.0
2020-12-14,16584.0,4497.0,13908.0,4217.0,3023.0,506.0,1886.0,997.0,8326.0,2222.0,1137.0,678.0,6440.0,443.0,14878.0,3522.0,766.0
2020-12-15,16584.0,4461.0,13908.0,4175.0,3167.0,488.0,1886.0,1001.0,8326.0,2206.0,1137.0,685.0,6440.0,466.0,18853.0,4658.0,754.0
2020-12-16,16574.0,4426.0,13898.0,4133.0,3167.0,490.0,1886.0,961.0,8316.0,2211.0,1137.0,666.0,6430.0,709.0,14717.0,3827.0,659.0
2020-12-17,16437.0,4296.0,13898.0,4019.0,3167.0,493.0,1886.0,941.0,8316.0,2132.0,1137.0,642.0,6430.0,509.0,15472.0,3304.0,563.0
2020-12-18,16437.0,4202.0,13898.0,3943.0,3167.0,488.0,1886.0,936.0,8316.0,2077.0,1137.0,640.0,6430.0,584.0,15247.0,3528.0,521.0
2020-12-19,16437.0,4128.0,13898.0,3875.0,3167.0,490.0,1886.0,909.0,8316.0,2062.0,1137.0,623.0,6430.0,577.0,13891.0,3713.0,536.0
2020-12-20,16437.0,4100.0,13898.0,3857.0,3167.0,483.0,1886.0,902.0,8316.0,2085.0,1137.0,619.0,6430.0,540.0,9203.0,3245.0,504.0
2020-12-21,16437.0,4072.0,13898.0,3833.0,3167.0,461.0,1886.0,899.0,8316.0,2083.0,1137.0,615.0,6430.0,417.0,22654.0,3246.0,460.0
2020-12-22,16437.0,4028.0,13898.0,3794.0,3167.0,464.0,1886.0,906.0,8316.0,2058.0,1137.0,615.0,6430.0,447.0,25138.0,2696.0,448.0
2020-12-23,16437.0,4057.0,13898.0,3813.0,3167.0,455.0,1886.0,893.0,8316.0,2078.0,1137.0,618.0,6430.0,670.0,15307.0,2736.0,445.0
2020-12-24,16437.0,3973.0,13898.0,3732.0,3167.0,458.0,1886.0,882.0,8316.0,2023.0,1137.0,611.0,6430.0,592.0,15033.0,2600.0,464.0
2020-12-25,16437.0,4012.0,13898.0,3785.0,3167.0,458.0,1886.0,883.0,8316.0,2008.0,1137.0,611.0,6430.0,543.0,11691.0,2541.0,425.0
2020-12-26,16437.0,3967.0,13898.0,3747.0,3167.0,466.0,1886.0,875.0,8316.0,2027.0,1137.0,611.0,6430.0,488.0,10541.0,2467.0,446.0
2020-12-27,16437.0,3982.0,13898.0,3754.5,2853.0,466.5,1886.0,867.5,8316.0,2021.5,1137.0,605.5,6430.0,530.0,8603.0,,
2020-12-28,16437.0,3997.0,13898.0,3762.0,2539.0,467.0,1886.0,860.0,8316.0,2016.0,1137.0,600.0,6430.0,514.0,13860.0,2508.0,460.0
2020-12-29,16437.0,3951.0,13898.0,3711.0,2539.0,240.0,1886.0,846.0,8316.0,2000.0,1137.0,584.0,6430.0,495.0,15659.0,2510.0,449.0
2020-12-30,16437.0,3927.0,13898.0,3700.0,2539.0,227.0,1886.0,846.0,8316.0,1991.0,1137.0,578.0,6430.0,651.0,15443.0,2449.0,432.0
2020-12-31,16437.0,3944.0,13898.0,3708.0,2539.0,236.0,1886.0,834.0,8316.0,1991.0,1137.0,571.0,6430.0,587.0,14129.0,2443.0,418.0
2021-01-01,15772.0,3923.0,13898.0,3701.0,1874.0,222.0,1886.0,842.0,8316.0,1950.0,1137.0,582.0,6430.0,598.0,11826.0,2483.0,375.0
2021-01-02,15772.0,3853.0,13898.0,3634.0,1874.0,219.0,1886.0,831.0,8316.0,1868.0,1137.0,578.0,6430.0,546.0,11170.0,2415.0,384.0
2021-01-03,15772.0,3810.0,13898.0,3608.0,1874.0,202.0,1886.0,803.0,8316.0,1864.0,1137.0,564.0,6430.0,522.0,10411.0,2458.0,409.0
2021-01-04,15772.0,3827.0,13898.0,3640.0,1874.0,187.0,1886.0,822.0,8316.0,1868.0,1137.0,574.0,6430.0,458.0,11534.0,2696.0,426.0
2021-01-05,15700.0,3806.0,13898.0,3649.0,1802.0,157.0,1886.0,828.0,8316.0,1860.0,1137.0,578.0,6430.0,481.0,15437.0,2471.0,431.0
2021-01-06,15700.0,3785.0,13898.0,3649.0,1802.0,136.0,1886.0,828.0,8316.0,1860.0,1137.0,578.0,6430.0,652.0,16027.0,2544.0,454.0
2021-01-07,14763.0,4340.0,12961.0,4208.0,1802.0,132.0,1818.0,845.0,7311.0,1787.0,1087.0,577.0,5493.0,615.0,16250.0,2656.0,445.0
2021-01-08,14698.0,4143.0,12896.0,4014.0,1802.0,129.0,1797.0,812.0,7276.0,1692.0,1076.0,550.0,5479.0,608.0,18010.0,2632.0,397.0
2021-01-09,14698.0,4158.0,12896.0,4038.0,1802.0,120.0,1797.0,809.0,7276.0,1702.0,1076.0,552.0,5479.0,533.0,14301.0,2634.0,410.0
2021-01-10,14698.0,4151.0,12896.0,4026.0,1802.0,125.0,1797.0,796.0,7276.0,1711.0,1076.0,547.0,5479.0,603.0,9411.0,2630.0,396.0
2021-01-11,14698.0,4139.0,12896.0,4026.0,1802.0,113.0,1797.0,796.0,7276.0,1711.0,1076.0,547.0,5479.0,394.0,13250.0,2614.0,436.0
2021-01-12,14678.0,3956.0,12896.0,3832.0,1782.0,124.0,1797.0,772.0,7276.0,1660.0,1076.0,520.0,5479.0,422.0,15419.0,2581.0,427.0
2021-01-13,14628.0,3967.0,12896.0,3840.0,1732.0,127.0,1797.0,779.0,7276.0,1672.0,1076.0,525.0,5479.0,623.0,15667.0,2563.0,398.0
2021-01-14,14557.0,3929.0,12825.0,3798.0,1732.0,131.0,1802.0,768.0,7276.0,1697.0,1088.0,522.0,5474.0,550.0,16136.0,2474.0,381.0
2021-01-15,13968.0,3851.0,12236.0,3730.0,1732.0,121.0,1750.0,762.0,6997.0,1628.0,1058.0,514.0,5247.0,526.0,16805.0,2448.0,375.0
2021-01-16,13969.0,3890.0,12237.0,3761.0,1732.0,129.0,1749.0,768.0,6999.0,1595.0,1056.0,518.0,5250.0,533.0,14542.0,2141.0,314.0
2021-01-17,13969.0,3880.0,12237.0,3752.0,1732.0,128.0,1749.0,767.0,6999.0,1592.0,1056.0,513.0,5250.0,464.0,12140.0,2140.0,298.0
2021-01-18,13722.0,3787.0,12237.0,3666.0,1485.0,121.0,1749.0,743.0,6999.0,1581.0,1056.0,501.0,5250.0,372.0,14199.0,2177.0,303.0
2021-01-19,13722.0,3728.0,12237.0,3608.0,1485.0,120.0,1749.0,722.0,6999.0,1545.0,1056.0,490.0,5250.0,436.0,18867.0,2145.0,313.0
2021-01-20,13655.0,3726.0,12170.0,3613.0,1485.0,113.0,1732.0,722.0,6979.0,1548.0,1048.0,491.0,5247.0,434.0,15672.0,2190.0,320.0
2021-01-21,13645.0,3587.0,12160.0,3484.0,1485.0,103.0,1732.0,694.0,6969.0,1512.0,1048.0,474.0,5237.0,469.0,15673.0,2150.0,310.0
2021-01-22,13645.0,3505.0,12160.0,3403.0,1485.0,102.0,1732.0,689.0,6969.0,1484.0,1048.0,469.0,5237.0,451.0,16811.0,2183.0,309.0
2021-01-23,13645.0,3513.0,12160.0,3408.0,1485.0,105.0,1732.0,668.0,6969.0,1471.0,1048.0,448.0,5237.0,386.0,16048.0,2199.0,297.0
2021-01-24,13545.0,3453.0,12160.0,3363.0,1385.0,90.0,1732.0,668.0,6969.0,1446.0,1048.0,449.0,5237.0,440.0,11091.0,2175.0,303.0
2021-01-25,13502.0,3361.0,12117.0,3278.0,1385.0,83.0,1733.0,653.0,6930.0,1402.0,1049.0,437.0,5197.0,306.0,11720.0,2201.0,291.0
2021-01-26,13502.0,3328.0,12117.0,3240.0,1385.0,88.0,1733.0,648.0,6930.0,1380.0,1049.0,432.0,5197.0,296.0,13455.0,1876.0,269.0
2021-01-27,13502.0,3271.0,12117.0,3184.0,1385.0,87.0,1733.0,639.0,6930.0,1366.0,1049.0,430.0,5197.0,395.0,14272.0,1787.0,325.0
2021-01-28,13395.0,3243.0,12010.0,3163.0,1385.0,80.0,1707.0,638.0,6869.0,1344.0,1033.0,423.0,5162.0,344.0,16428.0,1764.0,307.0
2021-01-29,13395.0,3176.0,12010.0,3109.0,1385.0,67.0,1707.0,595.0,6869.0,1316.0,1033.0,404.0,5162.0,458.0,16547.0,1686.0,301.0
2021-01-30,13395.0,3159.0,12010.0,3087.0,1385.0,72.0,1707.0,585.0,6869.0,1329.0,1033.0,400.0,5162.0,376.0,14568.0,1639.0,325.0
2021-01-31,13395.0,3104.0,12010.0,3037.0,1385.0,67.0,1707.0,584.0,6869.0,1305.0,1033.0,399.0,5162.0,422.0,11186.0,1623.0,293.0
2021-02-01,12925.0,3074.0,12010.0,3004.0,915.0,70.0,1707.0,574.0,6869.0,1331.0,1033.0,395.0,5162.0,303.0,13689.0,1569.0,294.0
2021-02-02,12925.0,3077.0,12010.0,2941.0,915.0,66.0,1707.0,579.0,6869.0,1297.0,1033.0,399.0,5162.0,307.0,18212.0,1583.0,277.0
2021-02-03,12925.0,2930.0,12010.0,2866.0,915.0,64.0,1707.0,556.0,6869.0,1267.0,1033.0,385.0,5162.0,385.0,16800.0,1556.0,262.0
2021-02-04,12925.0,2927.0,12010.0,2865.0,915.0,62.0,1707.0,563.0,6869.0,1286.0,1033.0,385.0,5162.0,425.0,15667.0,1588.0,282.0
2021-02-05,12925.0,2956.0,12010.0,2889.0,915.0,67.0,1707.0,563.0,6869.0,1290.0,1033.0,387.0,5162.0,370.0,16389.0,1519.0,303.0
2021-02-06,12925.0,2990.0,12010.0,2927.0,915.0,63.0,1707.0,563.0,6869.0,1314.0,1033.0,381.0,5162.0,368.0,14394.0,1536.0,302.0
2021-02-07,12925.0,2983.0,12010.0,2921.0,915.0,62.0,1707.0,578.0,6869.0,1297.0,1033.0,388.0,5162.0,414.0,8899.0,1498.0,299.0
2021-02-08,12925.0,2937.0,12010.0,2879.0,915.0,58.0,1707.0,581.0,6869.0,1257.0,1033.0,385.0,5162.0,374.0,14470.0,1524.0,297.0
2021-02-09,12925.0,2872.0,12010.0,2814.0,915.0,58.0,1707.0,571.0,6869.0,1232.0,1033.0,380.0,5162.0,333.0,15688.0,1529.0,312.0
2021-02-10,12925.0,2864.0,12010.0,2810.0,915.0,54.0,1707.0,584.0,6869.0,1211.0,1033.0,392.0,5162.0,499.0,16492.0,1519.0,297.0
2021-02-11,12773.0,2890.0,12010.0,2836.0,763.0,54.0,1707.0,570.0,6869.0,1246.0,1033.0,386.0,5162.0,470.0,16715.0,1535.0,284.0
2021-02-12,12773.0,2923.0,12010.0,2864.0,763.0,59.0,1707.0,578.0,6869.0,1267.0,1033.0,392.0,5162.0,539.0,15298.0,1559.0,295.0
2021-02-13,12773.0,2918.0,12010.0,2865.0,763.0,53.0,1707.0,579.0,6869.0,1289.0,1033.0,395.0,5162.0,482.0,16340.0,1566.0,294.0
2021-02-14,12773.0,2939.0,12010.0,2884.0,763.0,55.0,1707.0,585.0,6869.0,1306.0,1033.0,402.0,5162.0,579.0,11558.0,1616.0,274.0
2021-02-15,12773.0,3008.0,12010.0,2949.0,763.0,59.0,1707.0,586.0,6869.0,1325.0,1033.0,394.0,5162.0,454.0,13383.0,1664.0,269.0
2021-02-16,12773.0,3031.0,12010.0,2955.0,763.0,76.0,1707.0,575.0,6869.0,1337.0,1033.0,380.0,5162.0,409.0,18685.0,1699.0,266.0
2021-02-17,12773.0,3073.0,12010.0,3000.0,763.0,73.0,1707.0,565.0,6869.0,1355.0,1033.0,371.0,5162.0,659.0,22382.0,1723.0,257.0
2021-02-18,11968.0,3029.0,11205.0,2946.0,763.0,83.0,1528.0,554.0,6174.0,1284.0,959.0,354.0,4646.0,693.0,18366.0,1811.0,272.0
2021-02-19,11968.0,3169.0,11205.0,3082.0,763.0,87.0,1528.0,553.0,6174.0,1359.0,959.0,363.0,4646.0,779.0,18400.0,1894.0,281.0
2021-02-20,11988.0,3389.0,11205.0,3290.0,783.0,99.0,1528.0,556.0,6174.0,1425.0,959.0,363.0,4646.0,786.0,16135.0,2043.0,265.0
2021-02-21,11988.0,3420.0,11205.0,3329.0,783.0,91.0,1528.0,562.0,6174.0,1452.0,959.0,365.0,4646.0,922.0,13293.0,2149.0,276.0
2021-02-22,13914.0,3510.0,13131.0,3402.0,783.0,108.0,1559.0,580.0,8057.0,1492.0,943.0,383.0,6498.0,711.0,17489.0,2279.0,271.0
2021-02-23,13656.0,3711.0,13119.0,3613.0,537.0,98.0,1554.0,612.0,8013.0,1535.0,940.0,393.0,6459.0,598.0,21123.0,2433.0,285.0
2021-02-24,13662.0,3879.0,13125.0,3763.0,537.0,116.0,1554.0,647.0,8019.0,1649.0,940.0,411.0,6465.0,1082.0,23351.0,2562.0,274.0
2021-02-25,13667.0,3914.0,13130.0,3788.0,537.0,126.0,1556.0,657.0,8022.0,1709.0,940.0,427.0,6466.0,1066.0,22113.0,2657.0,299.0
2021-02-26,13662.0,4114.0,13125.0,3983.0,537.0,131.0,1550.0,677.0,8023.0,1853.0,939.0,441.0,6473.0,963.0,22529.0,2836.0,320.0
2021-02-27,13674.0,4200.0,13137.0,4061.0,537.0,139.0,1551.0,679.0,8034.0,1915.0,940.0,446.0,6483.0,920.0,21943.0,2979.0,351.0
2021-02-28,13674.0,4299.0,13137.0,4140.0,537.0,159.0,1551.0,701.0,8034.0,1972.0,940.0,457.0,6483.0,960.0,16451.0,3062.0,332.0
2021-03-01,13580.0,4412.0,13043.0,4243.0,537.0,169.0,1557.0,712.0,8033.0,2037.0,945.0,467.0,6476.0,780.0,18469.0,3213.0,360.0
2021-03-02,13580.0,4406.0,13043.0,4243.0,537.0,163.0,1557.0,712.0,8033.0,2037.0,945.0,467.0,6476.0,791.0,21752.0,3248.0,373.0
2021-03-03,13555.0,4529.0,13018.0,4340.0,537.0,189.0,1541.0,727.0,8025.0,2071.0,940.0,465.0,6484.0,1026.0,21182.0,3312.0,392.0
2021-03-04,13556.0,4638.0,13019.0,4434.0,537.0,204.0,1541.0,730.0,8028.0,2123.0,940.0,463.0,6487.0,1017.0,19802.0,3429.0,393.0
2021-03-05,13565.0,4775.0,13028.0,4568.0,537.0,207.0,1544.0,741.0,8036.0,2187.0,950.0,474.0,6492.0,1091.0,20466.0,3565.0,401.0
2021-03-06,13540.0,4933.0,13003.0,4718.0,537.0,215.0,1536.0,759.0,8027.0,2288.0,947.0,488.0,6491.0,1115.0,23369.0,3709.0,395.0
2021-03-07,13540.0,4938.0,13003.0,4731.0,537.0,207.0,1536.0,773.0,8027.0,2288.0,947.0,502.0,6491.0,1151.0,17849.0,3764.0,382.0
2021-03-08,13529.0,4905.0,12992.0,4693.0,537.0,212.0,1533.0,792.0,8019.0,2195.0,943.0,506.0,6486.0,995.0,19519.0,3969.0,374.0
2021-03-09,13529.0,5145.0,12992.0,4940.0,537.0,205.0,1533.0,789.0,8019.0,2385.0,941.0,500.0,6486.0,932.0,21615.0,4040.0,384.0
2021-03-10,13536.0,5193.0,12999.0,4985.0,537.0,208.0,1534.0,829.0,8025.0,2516.0,942.0,530.0,6491.0,1443.0,20401.0,4128.0,373.0
2021-03-11,13536.0,5321.0,12999.0,5092.0,537.0,229.0,1534.0,829.0,8025.0,2576.0,942.0,535.0,6491.0,1393.0,20730.0,4335.0,370.0
2021-03-12,13535.0,5469.0,12998.0,5240.0,537.0,229.0,1536.0,845.0,8022.0,2668.0,944.0,539.0,6486.0,1572.0,20789.0,4335.0,370.0
2021-03-13,13585.0,5495.0,12998.0,5240.0,587.0,255.0,1536.0,845.0,8022.0,2668.0,944.0,539.0,6486.0,1606.0,20695.0,4595.0,451.0
2021-03-14,13588.0,5857.0,13001.0,5579.0,587.0,278.0,1535.0,859.0,8026.0,2930.0,944.0,549.0,6491.0,1835.0,15697.0,4843.0,448.0
2021-03-15,13649.0,6040.0,13062.0,5767.0,587.0,273.0,1537.0,883.0,8085.0,3039.0,942.0,565.0,6548.0,1583.0,19009.0,5101.0,452.0
2021-03-16,13649.0,6052.0,13062.0,5767.0,587.0,285.0,1537.0,883.0,8085.0,3039.0,942.0,565.0,6548.0,1789.0,21463.0,5348.0,426.0
2021-03-17,13036.0,6243.0,12424.0,5984.0,612.0,259.0,1520.0,913.0,8175.0,3504.0,956.0,607.0,6655.0,2201.0,23402.0,5333.0,426.0
2021-03-18,13458.0,6816.0,12738.0,6501.0,720.0,315.0,1527.0,915.0,8352.0,3864.0,961.0,616.0,6825.0,2680.0,24542.0,5542.0,479.0
2021-03-19,13414.0,7130.0,12694.0,6778.0,720.0,352.0,1539.0,952.0,8461.0,4087.0,966.0,657.0,6922.0,2842.0,24411.0,5556.0,486.0
2021-03-20,13514.0,7183.0,12694.0,6778.0,820.0,405.0,1539.0,952.0,8461.0,4087.0,966.0,657.0,6922.0,2746.0,24220.0,5845.0,470.0
2021-03-21,13514.0,7183.0,12694.0,6778.0,1020.0,436.0,1539.0,952.0,8461.0,4087.0,966.0,657.0,6922.0,3497.0,19347.0,6220.0,473.0
2021-03-22,14467.0,7949.0,13002.0,7458.0,1465.0,491.0,1544.0,984.0,8814.0,4783.0,966.0,680.0,7270.0,3027.0,23650.0,6609.0,499.0
2021-03-23,14597.0,8447.0,13083.0,7773.0,1514.0,674.0,1559.0,1021.0,8851.0,4991.0,978.0,697.0,7292.0,3245.0,40400.0,6565.0,504.0
2021-03-24,15041.0,9032.0,13477.0,8237.0,1564.0,795.0,1616.0,1104.0,9062.0,5249.0,1000.0,729.0,7446.0,4907.0,46869.0,7056.0,513.0
2021-03-25,14742.0,9937.0,12326.0,8687.0,2416.0,1250.0,1644.0,1117.0,8209.0,5605.0,997.0,726.0,6565.0,5187.0,47504.0,7293.0,527.0
2021-03-26,15314.0,11030.0,12742.0,9571.0,2572.0,1459.0,1669.0,1188.0,8534.0,6255.0,1014.0,771.0,6865.0,5104.0,48057.0,6565.0,504.0
2021-03-27,15594.0,11537.0,12742.0,9688.0,2852.0,1849.0,1669.0,1188.0,8534.0,6421.0,1014.0,760.0,6865.0,5745.0,46450.0,8087.0,512.0
2021-03-28,16247.0,12008.0,13006.0,9789.0,3241.0,2219.0,1709.0,1261.0,8694.0,6520.0,1036.0,810.0,6985.0,6323.0,33966.0,8049.0,556.0
2021-03-29,16193.0,12273.0,12906.0,9853.0,3287.0,2420.0,1631.0,1295.0,8725.0,6565.0,1030.0,817.0,7094.0,5440.0,24464.0,8228.0,581.0
2021-03-30,16561.0,12628.0,13110.0,10061.0,3451.0,2567.0,1627.0,1303.0,8914.0,6695.0,1000.0,830.0,7287.0,4562.0,41363.0,8164.0,603.0
2021-03-31,18037.0,13155.0,13936.0,10353.0,4101.0,2802.0,1595.0,1332.0,8599.0,6521.0,1026.0,885.0,7004.0,5162.0,46758.0,8466.0,620.0
2021-04-01,18414.0,13516.0,14078.0,10570.0,4336.0,2946.0,1638.0,1376.0,8658.0,6723.0,1047.0,905.0,7020.0,8198.0,44328.0,10196.0,899.0
2021-04-02,19383.0,14758.0,14769.0,11644.0,4614.0,3114.0,1800.0,1632.0,9180.0,7410.0,1131.0,1037.0,7380.0,8382.0,43597.0,10839.0,982.0
2021-04-03,21366.0,15769.0,16247.0,12378.0,5119.0,3391.0,1899.0,1750.0,9841.0,7709.0,1168.0,1093.0,7942.0,8616.0,51319.0,11230.0,1055.0
2021-04-04,21752.0,16352.0,16558.0,12707.0,5194.0,3645.0,1924.0,1776.0,10204.0,7987.0,1162.0,1099.0,8280.0,9792.0,36878.0,11985.0,1093.0
2021-04-05,22457.0,16977.0,17178.0,13048.0,5279.0,3929.0,2007.0,1871.0,10557.0,8290.0,1122.0,1071.0,8550.0,9038.0,47922.0,12230.0,1051.0
2021-04-06,23042.0,17871.0,17431.0,13434.0,5611.0,4437.0,2056.0,1928.0,10725.0,8553.0,1170.0,1112.0,8669.0,9231.0,51263.0,12799.0,1109.0
2021-04-07,23181.0,18042.0,17491.0,13802.0,5690.0,4240.0,2087.0,2015.0,10767.0,8762.0,1179.0,1151.0,8680.0,10033.0,48902.0,13196.0,1140.0
2021-04-08,24039.0,19198.0,18213.0,14648.0,5826.0,4550.0,2248.0,2185.0,11209.0,9383.0,1205.0,1179.0,8961.0,8174.0,55741.0,13475.0,1171.0
2021-04-09,24873.0,19759.0,18737.0,15086.0,6136.0,4673.0,2410.0,2323.0,9762.0,8481.0,1273.0,1243.0,7352.0,8679.0,48749.0,14150.0,1199.0
2021-04-10,25162.0,19781.0,19168.0,15243.0,5994.0,4538.0,2529.0,2440.0,9946.0,8439.0,1302.0,1270.0,7417.0,8744.0,52159.0,14609.0,1246.0
2021-04-11,25455.0,20256.0,19329.0,15451.0,6126.0,4805.0,2542.0,2482.0,9934.0,8540.0,1330.0,1310.0,7392.0,9503.0,39398.0,15299.0,1272.0
2021-04-12,25676.0,20688.0,19534.0,15744.0,6142.0,4944.0,2598.0,2553.0,10051.0,8654.0,1306.0,1294.0,7453.0,6730.0,49320.0,15582.0,1314.0
2021-04-13,26872.0,20890.0,20022.0,15917.0,6850.0,4973.0,2664.0,2623.0,10361.0,8917.0,1339.0,1324.0,7697.0,7302.0,56226.0,15914.0,1294.0
2021-04-14,26906.0,21228.0,20044.0,16308.0,6862.0,4920.0,2692.0,2652.0,10183.0,8962.0,1349.0,1335.0,7491.0,8606.0,45486.0,16073.0,1324.0
2021-04-15,27714.0,21384.0,20279.0,16335.0,7435.0,5049.0,2711.0,2674.0,10248.0,9053.0,1358.0,1341.0,7537.0,7790.0,50533.0,16162.0,1339.0
2021-04-16,27891.0,21282.0,20456.0,16447.0,7435.0,4835.0,2751.0,2695.0,10069.0,9189.0,1414.0,1393.0,7318.0,8164.0,47253.0,16312.0,1400.0
2021-04-17,28181.0,21975.0,20608.0,17005.0,7573.0,4970.0,2765.0,2722.0,10227.0,9566.0,1415.0,1396.0,7462.0,8343.0,46971.0,16658.0,1381.0
2021-04-18,28322.0,21953.0,20641.0,17009.0,7681.0,4944.0,2762.0,2719.0,10274.0,9710.0,1410.0,1390.0,7512.0,8037.0,36556.0,17083.0,1396.0
2021-04-19,28801.0,22144.0,21093.0,17471.0,7708.0,4673.0,2798.0,2748.0,10511.0,9845.0,1426.0,1405.0,7713.0,7014.0,45350.0,16961.0,1390.0
2021-04-20,29044.0,22160.0,21283.0,17423.0,7761.0,4737.0,2823.0,2772.0,10651.0,9827.0,1447.0,1432.0,7828.0,6788.0,47270.0,17443.0,1405.0
2021-04-21,29092.0,21953.0,21331.0,17519.0,7761.0,4434.0,2834.0,2792.0,10773.0,9920.0,1452.0,1431.0,7939.0,7151.0,46874.0,17415.0,1432.0
2021-04-22,29764.0,22113.0,21553.0,17668.0,8211.0,4445.0,2850.0,2808.0,10981.0,10065.0,1441.0,1421.0,8131.0,6846.0,41826.0,17495.0,1431.0
2021-04-23,29928.0,21946.0,21717.0,17503.0,8211.0,4443.0,2861.0,2801.0,11082.0,10048.0,1444.0,1427.0,8221.0,6722.0,39584.0,17663.0,1421.0
2021-04-24,29920.0,22211.0,21701.0,17818.0,8219.0,4393.0,2836.0,2794.0,11181.0,10182.0,1455.0,1439.0,8345.0,5362.0,40398.0,17396.0,1427.0
2021-04-25,29903.0,21581.0,21684.0,17413.0,8219.0,4168.0,2837.0,2789.0,11172.0,10132.0,1450.0,1427.0,8335.0,5288.0,28328.0,17673.0,1439.0
2021-04-26,29997.0,21038.0,21706.0,17021.0,8291.0,4017.0,2849.0,2798.0,11124.0,10028.0,1451.0,1432.0,8275.0,3622.0,30428.0,17283.0,1427.0
